chain,plu,product_name,status,rank,recipe_id,recipe_title,score,missing_components,extra_components,missing_recipe_ingredients,mixed_ingredient_groups,review_reasons,source_url
perekrestok,4459823,"Вафли Картофельные бельгийские замороженные Перекрёсток Select, 280г",review,1,foodru_95828,Бельгийские вафли с творогом,0.7679,potato,cottage_cheese,potato,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed",https://food.ru/recipes/95828-belgiiskie-vafli-s-tvorogom
perekrestok,4459823,"Вафли Картофельные бельгийские замороженные Перекрёсток Select, 280г",review,2,foodru_144889,Бельгийские вафли на молоке,0.7632,potato,,potato,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/144889-belgiiskie-vafli-1657908505
perekrestok,4459823,"Вафли Картофельные бельгийские замороженные Перекрёсток Select, 280г",review,3,foodru_147891,Бельгийские вафли на электрогриле,0.7387,potato,elektrogril,potato,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed",https://food.ru/recipes/147891-belgiiskie-vafli-1660591985
perekrestok,4460347,"Суп Гаспачо томатный Перекрёсток Select, 250г",matched,1,foodru_20018,Суп гаспачо,0.7922,,,,,,https://food.ru/recipes/20018-sup-gaspacho
perekrestok,4460347,"Суп Гаспачо томатный Перекрёсток Select, 250г",matched,2,foodru_166313,Холодный томатный суп «Гаспачо»,0.9272,,holod,,,extra_recipe_components,https://food.ru/recipes/166313-kholodnyi-sup-gaspachcho-1681313898
perekrestok,4460347,"Суп Гаспачо томатный Перекрёсток Select, 250г",matched,3,foodru_100897,Суп с килькой в томатном соусе,0.5321,gazpacho,kilk,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/100897-sup-s-kilkoi-v-tomatnom-souse-1643372331
perekrestok,4460967,"Паэлья с морепродуктами и рисом басмати замороженная Перекрёсток Select, 250г",review,1,foodru_1561,Паэлья с морепродуктами,0.7745,basmat,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/1561-paelja-s-moreproduktami
perekrestok,4460967,"Паэлья с морепродуктами и рисом басмати замороженная Перекрёсток Select, 250г",review,2,foodru_2804,Спагетти с морепродуктами,0.3579,"basmat, pael, rice",,rice,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/2804-spagetti-s-moreproduktami
perekrestok,4460967,"Паэлья с морепродуктами и рисом басмати замороженная Перекрёсток Select, 250г",review,3,foodru_11911,Лапша с морепродуктами,0.3516,"basmat, pael, rice",noodles,rice,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/11911-lapsha-s-moreproduktami
perekrestok,4461035,Суп Том Ям с морепродуктами замороженный Перекрёсток Select 370г,matched,1,foodru_52580,Суп Том Ям морепродуктами,1.0,,,,,,https://food.ru/recipes/52580-sup-tom-jam-s-moreproduktami
perekrestok,4461035,Суп Том Ям с морепродуктами замороженный Перекрёсток Select 370г,matched,2,foodru_271604,Том Ям с морепродуктами,0.7807,,,,,,https://food.ru/recipes/271604-tom-jam-s-moreproduktamI
perekrestok,4461035,Суп Том Ям с морепродуктами замороженный Перекрёсток Select 370г,matched,3,foodru_4660,Том Ям с морепродуктами,0.7807,,,,,,https://food.ru/recipes/4660-tom-jam-s-moreproduktami
perekrestok,4461200,"Борщ с говядиной замороженный Перекрёсток Select, 270г",matched,1,foodru_3047,Борщ с говядиной,1.0,,,,,,https://food.ru/recipes/3047-borshch-s-govjadinoi
perekrestok,4461200,"Борщ с говядиной замороженный Перекрёсток Select, 270г",matched,2,foodru_124275,Борщ классический из говядины,1.0,,,,,,https://food.ru/recipes/124275-borshch-klassicheskii-iz-goviadiny-1646066452
perekrestok,4461200,"Борщ с говядиной замороженный Перекрёсток Select, 270г",matched,3,foodru_1381,Классический борщ,0.6504,,,,,low_name_score,https://food.ru/recipes/1381-klassicheskii-borshch
perekrestok,4461201,"Суп Куриный с домашней лапшой замороженный Перекрёсток Select, 270г",matched,1,foodru_59525,Куриный суп с домашней лапшой,1.0,,,,,,https://food.ru/recipes/59525-kurinyi-sup-s-domashnei-lapshoi
perekrestok,4461201,"Суп Куриный с домашней лапшой замороженный Перекрёсток Select, 270г",matched,2,foodru_61450,Суп из цыпленка с домашней лапшой,1.0,,,,,,https://food.ru/recipes/61450-sup-iz-cyplenka-s-domashnei-lapshoi
perekrestok,4461201,"Суп Куриный с домашней лапшой замороженный Перекрёсток Select, 270г",matched,3,foodru_168433,Суп-лапша с грибами на курином бульоне,0.8997,,"bulon, mushroom",chicken,,"extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/168433-sup-lapsha-s-gribami-1681360166
perekrestok,4461202,"Суп-пюре из тыквы с пряностями замороженный Перекрёсток Select, 250г",review,1,foodru_2884,Суп-пюре с тыквой,0.7261,pranost,,,,missing_named_components,https://food.ru/recipes/2884-sup-piure-s-tykvoi
perekrestok,4461202,"Суп-пюре из тыквы с пряностями замороженный Перекрёсток Select, 250г",review,2,foodru_2149,Тыквенное пюре,0.569,"pranost, soup",,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/2149-tykvennoe-piure
perekrestok,4461202,"Суп-пюре из тыквы с пряностями замороженный Перекрёсток Select, 250г",review,3,foodru_43045,Супермакароны,0.3771,"mash, pranost, pumpkin",,pumpkin,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/43045-supermakarony
perekrestok,4461313,"Филе белой рыбы с ароматными травами и овощами замороженное Перекрёсток Select, 190г",review,1,foodru_52021,Нежный жюльен из белой рыбы,0.4918,"aromat, trav",zhulen,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/52021-nezhnyi-zhiulen-iz-beloi-ryby
perekrestok,4461313,"Филе белой рыбы с ароматными травами и овощами замороженное Перекрёсток Select, 190г",review,2,foodru_169374,Ароматный винегрет,0.2953,"belo, ryby, trav",vinegret,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/169374-aromatnyi-vinegret-1682671293
perekrestok,4461313,"Филе белой рыбы с ароматными травами и овощами замороженное Перекрёсток Select, 190г",review,3,foodru_142770,Капустный салат с кавказскими травами,0.245,"aromat, belo, ryby","cabbage, kavkazskim",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/142770-kapustnyi-salat-s-kavkazskimi-travami-1654570704
perekrestok,4461608,"Стрипсы куриные замороженные Перекрёсток Select, 170г",matched,1,foodru_2588,Куриные наггетсы,1.0,,,,,,https://food.ru/recipes/2588-kurinye-naggetsy
perekrestok,4461608,"Стрипсы куриные замороженные Перекрёсток Select, 170г",matched,2,foodru_105400,Хрустящие стрипсы из курочки,1.0,,,,,,https://food.ru/recipes/105400-khrustiashchie-stripsy-iz-kurochki-1643873189
perekrestok,4461608,"Стрипсы куриные замороженные Перекрёсток Select, 170г",matched,3,foodru_43966,Куриные наггетсы с сыром,0.9402,,cheese,,,extra_recipe_components,https://food.ru/recipes/43966-kurinye-naggetsy-s-syrom
perekrestok,4461936,"Суп гороховый с копчёностями Перекрёсток Select, 270г",matched,1,foodru_104520,Гороховый суп с копченостями,1.0,,,,,,https://food.ru/recipes/104520-gorokhovyi-sup-s-kopchenostiami-1643782760
perekrestok,4461936,"Суп гороховый с копчёностями Перекрёсток Select, 270г",matched,2,foodru_43045,Супермакароны,0.3938,"kopchenost, pea",,pea,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/43045-supermakarony
perekrestok,4461936,"Суп гороховый с копчёностями Перекрёсток Select, 270г",matched,3,foodru_84176,Суп а-ля харчо,0.2643,"kopchenost, pea",kharcho,pea,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/84176-sup-a-lja-harcho
perekrestok,4461997,"Котлета из индейки с гречкой отварной Перекрёсток Select, 270г",review,1,foodru_264378,Гречка с котлетами из индейки,0.7396,otvar,,,,"missing_named_components, side_dish_unconfirmed",https://food.ru/recipes/264378-grechka-s-kotletami-iz-indeiki
perekrestok,4461997,"Котлета из индейки с гречкой отварной Перекрёсток Select, 270г",review,2,foodru_29072,Котлеты из индейки,0.5531,"buckwheat, otvar",,buckwheat,,"missing_named_components, named_ingredient_unconfirmed, side_dish_unconfirmed, low_name_score",https://food.ru/recipes/29072-kotlety-iz-indeiki
perekrestok,4461997,"Котлета из индейки с гречкой отварной Перекрёсток Select, 270г",review,3,foodru_53133,Биточки с индейкой,0.5531,otvar,,,,"missing_named_components, side_dish_unconfirmed, low_name_score",https://food.ru/recipes/53133-bitochki-s-indeikoi
perekrestok,4462256,"Фрикадельки По-Шведски с говядиной замороженные Перекрёсток Select, 450г",review,1,foodru_112656,Фрикадельки по-шведски с клюквенным вареньем,0.681,,"klukven, varenem",,,"extra_recipe_components, low_name_score",https://food.ru/recipes/112656-frikadelki-po-shvedski-s-kliukvennym-varenem
perekrestok,4462256,"Фрикадельки По-Шведски с говядиной замороженные Перекрёсток Select, 450г",review,2,foodru_250473,Тефтели из фарша с гречкой,0.3193,"beef, shvedsk",buckwheat,beef,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/250473-tefteli-iz-farsha-s-grechkoi
perekrestok,4462256,"Фрикадельки По-Шведски с говядиной замороженные Перекрёсток Select, 450г",review,3,foodru_127587,Фрикадельки из фарша и гречки,0.3193,"beef, shvedsk",buckwheat,beef,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/127587-frikadelki-iz-farsha-i-grechki-1646573235
perekrestok,4462257,Салат из свежей капусты с огурцом Перекрёсток Select 130г,matched,1,foodru_184185,Салат из свежей капусты и огурцов,1.0,,,,,,https://food.ru/recipes/184185-salat-iz-svezhei-kapusty-i-ogurcov
perekrestok,4462257,Салат из свежей капусты с огурцом Перекрёсток Select 130г,matched,2,foodru_150768,"Зеленый овощной салат с пекинской капустой, огурцом и горошком",0.5797,svezh,"goroshk, pekinsk",,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/150768-ovoshchnoi-salat-s-pekinskoi-kapustoi-1666274161
perekrestok,4462257,Салат из свежей капусты с огурцом Перекрёсток Select 130г,matched,3,foodru_228239,Салат из корейской капусты,0.4248,"cucumber, svezh",korean,cucumber,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/228239-salat-iz-koreiskoi-kapusty-1726038381
perekrestok,4462258,Котлеты куриные с картофельным пюре Перекрёсток Select 300г,review,1,foodru_110445,Котлеты «Сочные» с картофельным пюре,0.8532,chicken,,"chicken, potato",,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/110445-kotlety-sochnye-s-kartofelnym-piure-1644669917
perekrestok,4462258,Котлеты куриные с картофельным пюре Перекрёсток Select 300г,review,2,foodru_109435,Котлетки из картофельного пюре,0.8532,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, side_dish_unconfirmed",https://food.ru/recipes/109435-kotletki-iz-kartofelnogo-piure
perekrestok,4462258,Котлеты куриные с картофельным пюре Перекрёсток Select 300г,review,3,foodru_2696,Картофельные котлеты из пюре,0.8532,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, side_dish_unconfirmed",https://food.ru/recipes/2696-kartofelnye-kotlety-iz-piure
perekrestok,4463228,"Суп Фо Бо Перекрёсток Select, 265г",review,1,foodru_35979,Вьетнамский суп Фо Бо,0.9145,,vetnamski,,,extra_recipe_components,https://food.ru/recipes/35979-vetnamskii-sup-fo-bo
perekrestok,4463228,"Суп Фо Бо Перекрёсток Select, 265г",review,2,foodru_237384,Суп «Домашний Фо Бо» с рисовой лапшой,0.9012,,"noodles, rice",,,extra_recipe_components,https://food.ru/recipes/237384-sup-domashnii-fo-bo-s-risovoi-lapshoi-1733851996
perekrestok,4463228,"Суп Фо Бо Перекрёсток Select, 265г",review,3,foodru_48574,Вьетнамский суп с говядиной Фо Бо,0.8877,,"beef, vetnamski",,,extra_recipe_components,https://food.ru/recipes/48574-vetnamskii-sup-s-govjadinoi-fo-bo
perekrestok,4463237,"Борщ Перекрёсток Select, 270г",matched,1,foodru_1381,Классический борщ,1.0,,,,,,https://food.ru/recipes/1381-klassicheskii-borshch
perekrestok,4463237,"Борщ Перекрёсток Select, 270г",matched,2,foodru_74293,ПП борщ,1.0,,,,,,https://food.ru/recipes/74293-pp-borshch
perekrestok,4463237,"Борщ Перекрёсток Select, 270г",matched,3,foodru_87556,Вкусный овощной борщ,0.9075,,,,,,https://food.ru/recipes/87556-vkusnyi-ovoshchnoi-borshch
perekrestok,4463800,"Гирос с курицей и оливками Перекрёсток Select, 160г",review,1,foodru_53148,Гирос с курицей,0.9333,oliv,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/53148-giros-s-kuricei
perekrestok,4463800,"Гирос с курицей и оливками Перекрёсток Select, 160г",review,2,foodru_71513,Домашние блины с курицей,0.2916,"giros, oliv",pancake,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/71513-domashnie-bliny-s-kuricei
perekrestok,4463800,"Гирос с курицей и оливками Перекрёсток Select, 160г",review,3,foodru_15244,Блины с курицей,0.2916,"giros, oliv",pancake,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/15244-bliny-s-kuricei
perekrestok,4464484,"Чебупели сочные с мясом готовые замороженные Горячая штучка, 240г",review,1,foodru_1488,Фарш для пельменей,1.0,,,,,component_recipe_not_whole_dish,https://food.ru/recipes/1488-farsh-dlja-pelmenei
perekrestok,4464484,"Чебупели сочные с мясом готовые замороженные Горячая штучка, 240г",review,2,foodru_59329,Вкусные пельмени с мясным фаршем,1.0,,,,Для теста и подачи,mixed_ingredient_group,https://food.ru/recipes/59329-vkusnye-pelmeni-s-mjasnym-farshem
perekrestok,4464484,"Чебупели сочные с мясом готовые замороженные Горячая штучка, 240г",review,3,foodru_181701,Фарш для пельменей,1.0,,,,,component_recipe_not_whole_dish,https://food.ru/recipes/181701-farsh-dlia-pelmenei-1691477891
perekrestok,4464537,"Чебупели Горячая штучка с ветчиной и сыром готовые замороженные, 240г",matched,1,foodru_241058,Чебупели с ветчиной и сыром,1.0,,,,,,https://food.ru/recipes/241058-chebupeli-s-vetchinoi-i-syrom
perekrestok,4464537,"Чебупели Горячая штучка с ветчиной и сыром готовые замороженные, 240г",matched,2,foodru_4541,Пельмени с сыром,0.7394,ham,,"cheese, ham","Для начинки, соуса и украшения","mixed_ingredient_group, missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/4541-pelmeni-s-syrom
perekrestok,4464537,"Чебупели Горячая штучка с ветчиной и сыром готовые замороженные, 240г",matched,3,foodru_247737,Сытные маффины с ветчиной и сыром,0.5671,dumpling,maffin,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/247737-maffiny-s-vetchinoi-i-syrom
perekrestok,4465268,"Суп Рамен с курицей Перекрёсток Select, 300г",matched,1,foodru_147761,Суп Рамен,0.8474,,,,,,https://food.ru/recipes/147761-sup-ramen-1660589378
perekrestok,4465268,"Суп Рамен с курицей Перекрёсток Select, 300г",matched,2,foodru_59525,Куриный суп с домашней лапшой,0.5166,ramen,noodles,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/59525-kurinyi-sup-s-domashnei-lapshoi
perekrestok,4465268,"Суп Рамен с курицей Перекрёсток Select, 300г",matched,3,foodru_61450,Суп из цыпленка с домашней лапшой,0.5166,ramen,noodles,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/61450-sup-iz-cyplenka-s-domashnei-lapshoi
perekrestok,4468012,"Сырники творожные с варёной сгущенкой Перекрёсток Select, 120г",matched,1,foodru_271148,Сырники с вареной сгущенкой,0.8622,,,,,,https://food.ru/recipes/271148-syrniki-s-varenoi-sgushchenkoi
perekrestok,4468012,"Сырники творожные с варёной сгущенкой Перекрёсток Select, 120г",matched,2,foodru_418,Сырники из творога,0.5216,"sgushchenk, vare",,,,"missing_named_components, low_name_score",https://food.ru/recipes/418-syrniki-iz-tvoroga
perekrestok,4468012,"Сырники творожные с варёной сгущенкой Перекрёсток Select, 120г",matched,3,foodru_133141,Сочные творожные сырники с вишней,0.4416,"sgushchenk, vare",cherry,,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/133141-sochnye-tvorozhnye-syrniki-s-vishnei
perekrestok,4468013,"Сырники творожные с вишней Перекрёсток Select, 120г",matched,1,foodru_133141,Сочные творожные сырники с вишней,1.0,,,,,,https://food.ru/recipes/133141-sochnye-tvorozhnye-syrniki-s-vishnei
perekrestok,4468013,"Сырники творожные с вишней Перекрёсток Select, 120г",matched,2,foodru_172949,Сырники с вишней,0.7733,,,,,,https://food.ru/recipes/172949-syrniki-s-vishnei-1686930812
perekrestok,4468013,"Сырники творожные с вишней Перекрёсток Select, 120г",matched,3,foodru_186780,Нежные сырники с вишней,0.7733,,,,,,https://food.ru/recipes/186780-nezhnye-syrniki-s-vishnei-1694256740
perekrestok,4469128,"Морковь по-корейски Перекрёсток Select, 350г",matched,1,foodru_68524,Морковь по-корейски,1.0,,,,,,https://food.ru/recipes/68524-morkov-po-koreiski
perekrestok,4469128,"Морковь по-корейски Перекрёсток Select, 350г",matched,2,foodru_89612,Морковка по-корейски,1.0,,,,,,https://food.ru/recipes/89612-morkovka-po-koreiski
perekrestok,4469128,"Морковь по-корейски Перекрёсток Select, 350г",matched,3,foodru_73245,Салат с корейской морковью,0.9476,,,,,unexpected_protein_in_ingredients,https://food.ru/recipes/73245-salat-s-koreiskoi-morkoviu
perekrestok,4469129,"Спаржа по-корейски Перекрёсток Select, 350г",matched,1,foodru_143562,Спаржа по-корейски,1.0,,,,,,https://food.ru/recipes/143562-sparzha-po-koreiski-1654629230
perekrestok,4469129,"Спаржа по-корейски Перекрёсток Select, 350г",matched,2,foodru_119578,Корейский салат со спаржей,0.9508,,,,,,https://food.ru/recipes/119578-salat-so-sparzhei-koreiskii-1645696354
perekrestok,4469129,"Спаржа по-корейски Перекрёсток Select, 350г",matched,3,foodru_55726,Спаржа по-корейски с морковью,0.9298,,carrot,,Для заправки и подачи,"mixed_ingredient_group, extra_recipe_components",https://food.ru/recipes/55726-sparzha-po-koreiski-s-morkoviu
perekrestok,4469392,"Крем-суп Грибной Перекрёсток Select, 300г",matched,1,foodru_25632,Крем-суп из шампиньонов,1.0,,,,,,https://food.ru/recipes/25632-krem-sup-iz-shampinonov
perekrestok,4469392,"Крем-суп Грибной Перекрёсток Select, 300г",matched,2,foodru_112852,Суп-лапша с грибами,0.6284,krem,noodles,mushroom,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/112852-sup-lapsha-s-gribami
perekrestok,4469392,"Крем-суп Грибной Перекрёсток Select, 300г",matched,3,foodru_168433,Суп-лапша с грибами на курином бульоне,0.5708,krem,"bulon, chicken, noodles",,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/168433-sup-lapsha-s-gribami-1681360166
perekrestok,4470181,"Салат Цезарь с курицей Перекрёсток Select, 220г",matched,1,foodru_60152,Классический салат «Цезарь» с курицей,1.0,,,,,,https://food.ru/recipes/60152-klassicheskii-salat-cezar-s-kuricei
perekrestok,4470181,"Салат Цезарь с курицей Перекрёсток Select, 220г",matched,2,foodru_43911,Салат «Цезарь»,0.8092,,,,,,https://food.ru/recipes/43911-salat-cezar
perekrestok,4470181,"Салат Цезарь с курицей Перекрёсток Select, 220г",matched,3,foodru_70931,Домашний салат «Цезарь»,0.8092,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/70931-domashnii-salat-cezar
perekrestok,4473171,"Суши-сэндвич Гламурный бит с крабовыми палочками и соусом спайси Перекрёсток Select, 210г",review,1,foodru_157862,Суши с крабовым мясом,0.5098,"bit, glamur, paloch, sandwich, sauce, spais",,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/157862-sushi-s-krabovymi-palochkami-1674648655
perekrestok,4473171,"Суши-сэндвич Гламурный бит с крабовыми палочками и соусом спайси Перекрёсток Select, 210г",review,2,foodru_4557,Сэндвич простой,0.3336,"bit, crab, glamur, paloch, sauce, spais, sush",,crab,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/4557-sendvich-prostoi
perekrestok,4473171,"Суши-сэндвич Гламурный бит с крабовыми палочками и соусом спайси Перекрёсток Select, 210г",review,3,foodru_76384,Тост с соусом песто,0.3187,"bit, crab, glamur, paloch, spais, sush",pesto,crab,Для соуса и подачи,"mixed_ingredient_group, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/76384-tost-s-sousom-pesto
perekrestok,4473639,"Мини-сырники Звёздное Соло творожные Перекрёсток Select, 120г",matched,1,foodru_418,Сырники из творога,1.0,,,,,,https://food.ru/recipes/418-syrniki-iz-tvoroga
perekrestok,4473639,"Мини-сырники Звёздное Соло творожные Перекрёсток Select, 120г",matched,2,foodru_97297,Нежные творожные сырники без сахара,0.9112,,,,,,https://food.ru/recipes/97297-syrniki-bez-sakhara-1642789156
perekrestok,4473639,"Мини-сырники Звёздное Соло творожные Перекрёсток Select, 120г",matched,3,foodru_133141,Сочные творожные сырники с вишней,0.9199,,cherry,,,extra_recipe_components,https://food.ru/recipes/133141-sochnye-tvorozhnye-syrniki-s-vishnei
perekrestok,4473642,"Маффин с ветчиной, омлетом и сыром Перекрёсток Select, 150г",review,1,foodru_247737,Сытные маффины с ветчиной и сыром,0.7749,omelette,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/247737-maffiny-s-vetchinoi-i-syrom
perekrestok,4473642,"Маффин с ветчиной, омлетом и сыром Перекрёсток Select, 150г",review,2,foodru_83753,Аппетитные маффины с ветчиной и сыром,0.7749,omelette,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/83753-appetitnye-maffiny-s-vetchinoi-i-syrom
perekrestok,4473642,"Маффин с ветчиной, омлетом и сыром Перекрёсток Select, 150г",review,3,foodru_197738,Маффины с ветчиной и сыром на завтрак,0.7092,omelette,,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/197738-maffiny-s-vetchinoi-i-syrom-1699385612
perekrestok,4473940,"Десерт Малиновый Вайб Малина с кремом матча Перекрёсток Select, 185г",review,1,foodru_168124,Десерт с малиной,0.6922,"krem, match, vaib",,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/168124-desert-s-malinoi-1681336195
perekrestok,4473940,"Десерт Малиновый Вайб Малина с кремом матча Перекрёсток Select, 185г",review,2,foodru_192975,Десерт из мандаринов и печенья с творожным кремом,0.5841,"match, raspberry, vaib","cottage_cheese, mandarin, pechen",raspberry,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/192975-desert-iz-mandarinov-i-pechenia-s-tvorozhnym-kremom-1697141639
perekrestok,4473940,"Десерт Малиновый Вайб Малина с кремом матча Перекрёсток Select, 185г",review,3,foodru_122304,Нежный заварной крем с малиной,0.5505,"desert, match, vaib",zavar,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/122304-nezhnyi-zavarnoi-krem-s-malinoi
perekrestok,4473941,"Десерт Мандариновый Вайб с мандарином и сырно-сливочным кремом Перекрёсток Select, 195г",review,1,foodru_192975,Десерт из мандаринов и печенья с творожным кремом,0.6755,"cream, vaib","cottage_cheese, pechen",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/192975-desert-iz-mandarinov-i-pechenia-s-tvorozhnym-kremom-1697141639
perekrestok,4473941,"Десерт Мандариновый Вайб с мандарином и сырно-сливочным кремом Перекрёсток Select, 195г",review,2,foodru_101612,"Нежный сливочный десерт с мандаринами, консервированными абрикосами и кокосовой стружкой",0.6072,"cheese, krem, vaib","apricot, coconut, konservirovan, struzhk",cheese,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/101612-nezhnyi-slivochnyi-desert-s-mandarinami-konservirovannymi-abrikosami-i-kokosovoi-struzhkoi
perekrestok,4473941,"Десерт Мандариновый Вайб с мандарином и сырно-сливочным кремом Перекрёсток Select, 195г",review,3,foodru_208865,Торт со сливочным кремом и вишней,0.382,"desert, mandarin, vaib","cherry, tort",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/208865-tort-so-slivochnym-kremom-i-vishnei-1707328636
perekrestok,4473942,"Десерт Пина-Коллаба с ананасом, с кокосовой стружкой и сливочным кремом Перекрёсток Select, 210г",review,1,foodru_101612,"Нежный сливочный десерт с мандаринами, консервированными абрикосами и кокосовой стружкой",0.6004,"kollab, krem, pina, pineapple","apricot, konservirovan, mandarin",pineapple,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/101612-nezhnyi-slivochnyi-desert-s-mandarinami-konservirovannymi-abrikosami-i-kokosovoi-struzhkoi
perekrestok,4473942,"Десерт Пина-Коллаба с ананасом, с кокосовой стружкой и сливочным кремом Перекрёсток Select, 210г",review,2,foodru_125641,Натуральная кокосовая стружка,0.3941,"cream, desert, kollab, krem, pina, pineapple",naturalna,pineapple,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/125641-naturalnaia-kokosovaia-struzhka-1646313099
perekrestok,4473942,"Десерт Пина-Коллаба с ананасом, с кокосовой стружкой и сливочным кремом Перекрёсток Select, 210г",review,3,foodru_260618,Рисовая каша с кокосовой стружкой и манго,0.3419,"desert, kollab, krem, pina, pineapple","mango, porridge, rice",pineapple,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/260618-risovaia-kasha-s-kokosovoi-struzhkoi-i-mango-1756218839
perekrestok,4474361,"Бургер Розовый Хит с куриной котлетой сыром чеддер и соусом кола Перекрёсток Select, 165г",review,1,foodru_258774,Куриные котлеты с сыром чеддер,0.6789,"burger, hit, kola, rozov, sauce",,cheese,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/258774-kurinye-kotlety-s-syrom-chedder-1754175841
perekrestok,4474361,"Бургер Розовый Хит с куриной котлетой сыром чеддер и соусом кола Перекрёсток Select, 165г",review,2,foodru_1352,Куриные котлеты,0.4039,"burger, chedder, cheese, hit, kola, rozov, sauce",,cheese,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/1352-kurinye-kotlety
perekrestok,4474361,"Бургер Розовый Хит с куриной котлетой сыром чеддер и соусом кола Перекрёсток Select, 165г",review,3,foodru_259,Сочные куриные котлетки,0.4039,"burger, chedder, cheese, hit, kola, rozov, sauce",,cheese,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/259-sochnye-kurinye-kotletki
