chain,plu,product_name,status,rank,recipe_id,recipe_title,score,missing_components,extra_components,missing_recipe_ingredients,mixed_ingredient_groups,review_reasons,source_url
perekrestok,4424021,"Мясо криля Санта Бремор антарктического в заливке, 100г",review,3,foodru_15241,Блины с мясом,0.3464,"antarktichesk, kril, zalivk",pancake,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/15241-bliny-s-mjasom
perekrestok,4424332,"Вок Dostaевский курица терияки с гречневой лапшой замороженный, 320г",matched,1,foodru_16563,Вок с гречневой лапшой и курицей,0.8254,,,,,,https://food.ru/recipes/16563-vok-s-grechnevoi-lapshoi-i-kuricei
perekrestok,4424332,"Вок Dostaевский курица терияки с гречневой лапшой замороженный, 320г",matched,2,foodru_1667,Курица терияки с лапшой,0.65,"buckwheat, wok",,buckwheat,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/1667-kurica-terijaki-s-lapshoi
perekrestok,4424332,"Вок Dostaевский курица терияки с гречневой лапшой замороженный, 320г",matched,3,foodru_70929,Лапша удон с курицей терияки,0.65,"buckwheat, wok",,buckwheat,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/70929-lapsha-udon-s-kuricei-terijaki
perekrestok,4424333,"Вок Dostaевский курица терияки-удон замороженный, 320г",matched,1,foodru_45858,Лапша удон с овощами и куриным филе на вок,0.7246,,,,,,https://food.ru/recipes/45858-lapsha-udon-s-ovoshchami-i-kurinym-file-na-vok
perekrestok,4424333,"Вок Dostaевский курица терияки-удон замороженный, 320г",matched,2,foodru_1667,Курица терияки с лапшой,0.7697,wok,,,,missing_named_components,https://food.ru/recipes/1667-kurica-terijaki-s-lapshoi
perekrestok,4424333,"Вок Dostaевский курица терияки-удон замороженный, 320г",matched,3,foodru_70929,Лапша удон с курицей терияки,0.7697,wok,,,,missing_named_components,https://food.ru/recipes/70929-lapsha-udon-s-kuricei-terijaki
perekrestok,4424334,"Вок Dostaевский курица терияки-рис замороженный, 320г",matched,1,foodru_45909,Домашний вок с курицей в соусе «Терияки»,0.767,,,,,,https://food.ru/recipes/45909-domashnii-vok-s-kuricei-v-souse-terijaki
perekrestok,4424334,"Вок Dostaевский курица терияки-рис замороженный, 320г",matched,2,foodru_16557,Вок с курицей терияки,0.8082,rice,,rice,,"missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/16557-vok-s-kuricei-terijaki
perekrestok,4424334,"Вок Dostaевский курица терияки-рис замороженный, 320г",matched,3,foodru_103540,Нежная курочка терияки с рисом,0.7668,wok,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/103540-nezhnaja-kurochka-terijaki-s-risom
perekrestok,4424335,"Вок Dostaевский со свининой и лапшой удон замороженный, 320г",matched,1,foodru_16558,Лапша вок со свининой,1.0,,,,,,https://food.ru/recipes/16558-lapsha-vok-so-svininoi
perekrestok,4424335,"Вок Dostaевский со свининой и лапшой удон замороженный, 320г",matched,2,foodru_45791,Свинина с лапшой вок с овощами,0.9547,,,,,,https://food.ru/recipes/45791-svinina-s-lapshoi-vok-s-ovoshchami
perekrestok,4424335,"Вок Dostaевский со свининой и лапшой удон замороженный, 320г",matched,3,foodru_157608,Рис со свининой и говядиной,0.3632,"noodles, wok","beef, rice",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/157608-ris-so-svininoy-i-govyadinoy-1674646804
perekrestok,4424684,"Стейк из форели на пару с отварными овощами Перекрёсток Select, 230г",review,1,foodru_257486,Стейк из форели с овощами,0.6477,"otvar, paru",,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/257486-steik-iz-foreli-s-ovoshchami-1752610011
perekrestok,4424684,"Стейк из форели на пару с отварными овощами Перекрёсток Select, 230г",review,2,foodru_251041,Форель на пару с овощами в мультиварке,0.5797,"otvar, steik",multivark,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/251041-forel-na-paru-s-ovoshchami-v-multivarke-1746128156
perekrestok,4424684,"Стейк из форели на пару с отварными овощами Перекрёсток Select, 230г",review,3,foodru_174758,Форель с брокколи на пару,0.4646,"otvar, steik",brokkol,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/174758-forel-na-paru-s-brokkoli
perekrestok,4424760,"Пеламида Рыбное меню Филе бланшированное в масле, 175г",review,1,foodru_77644,Рыбный салат с маслом,0.7834,"blanshirovann, menu, pelamid",,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/77644-rybnyi-salat-s-maslom
perekrestok,4424760,"Пеламида Рыбное меню Филе бланшированное в масле, 175г",review,2,foodru_101203,Рыбный салат с макаронами и маслинами,0.7459,"blanshirovann, menu, pelamid",,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/101203-rybnyi-salat-s-makaronami-i-maslinami
perekrestok,4424760,"Пеламида Рыбное меню Филе бланшированное в масле, 175г",review,3,foodru_76860,Рыбный салат с маслом и тунцом,0.7401,"blanshirovann, menu, pelamid",tuna,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components",https://food.ru/recipes/76860-rybnyi-salat-s-maslom-i-tuncom
perekrestok,4425835,"Пирог Осетинский с сыром Перекрёсток Select, 200г",review,1,foodru_214256,Осетинский пирог с курицей и сыром,0.9642,,chicken,,,extra_recipe_components,https://food.ru/recipes/214256-osetinskii-pirog-s-kuricei-i-syrom
perekrestok,4425835,"Пирог Осетинский с сыром Перекрёсток Select, 200г",review,2,foodru_46251,Осетинский пирог с картошкой и сыром,0.9565,,potato,cheese,Для начинки и подачи,"mixed_ingredient_group, extra_recipe_components, named_ingredient_unconfirmed",https://food.ru/recipes/46251-osetinskii-pirog-s-kartoshkoi-i-syrom
perekrestok,4425835,"Пирог Осетинский с сыром Перекрёсток Select, 200г",review,3,foodru_121272,Осетинский пирог с сыром и картофелем,0.9565,,potato,,,extra_recipe_components,https://food.ru/recipes/121272-osetinskii-pirog-s-syrom-i-kartofelem-1645963137
perekrestok,4425836,"Пирог Осетинский с сыром Перекрёсток Select, 400г",review,1,foodru_214256,Осетинский пирог с курицей и сыром,0.9642,,chicken,,,extra_recipe_components,https://food.ru/recipes/214256-osetinskii-pirog-s-kuricei-i-syrom
perekrestok,4425836,"Пирог Осетинский с сыром Перекрёсток Select, 400г",review,2,foodru_46251,Осетинский пирог с картошкой и сыром,0.9565,,potato,cheese,Для начинки и подачи,"mixed_ingredient_group, extra_recipe_components, named_ingredient_unconfirmed",https://food.ru/recipes/46251-osetinskii-pirog-s-kartoshkoi-i-syrom
perekrestok,4425836,"Пирог Осетинский с сыром Перекрёсток Select, 400г",review,3,foodru_121272,Осетинский пирог с сыром и картофелем,0.9565,,potato,,,extra_recipe_components,https://food.ru/recipes/121272-osetinskii-pirog-s-syrom-i-kartofelem-1645963137
perekrestok,4425837,"Пирог Осетинский с картофелем и сыром Перекрёсток Select, 200г",matched,1,foodru_121272,Осетинский пирог с сыром и картофелем,1.0,,,,,,https://food.ru/recipes/121272-osetinskii-pirog-s-syrom-i-kartofelem-1645963137
perekrestok,4425837,"Пирог Осетинский с картофелем и сыром Перекрёсток Select, 200г",matched,2,foodru_46251,Осетинский пирог с картошкой и сыром,1.0,,,"cheese, potato",Для начинки и подачи,"mixed_ingredient_group, named_ingredient_unconfirmed",https://food.ru/recipes/46251-osetinskii-pirog-s-kartoshkoi-i-syrom
perekrestok,4425837,"Пирог Осетинский с картофелем и сыром Перекрёсток Select, 200г",matched,3,foodru_214256,Осетинский пирог с курицей и сыром,0.8101,potato,chicken,potato,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed",https://food.ru/recipes/214256-osetinskii-pirog-s-kuricei-i-syrom
perekrestok,4427468,"Бефстроганов Слимкафе из курицы с грибами-овощами, 250г",matched,1,foodru_235063,Бефстроганов из курицы с грибами,0.8202,,,,,,https://food.ru/recipes/235063-befstroganov-iz-kuricy-s-gribami
perekrestok,4427468,"Бефстроганов Слимкафе из курицы с грибами-овощами, 250г",matched,2,foodru_179397,Бефстроганов из куриного филе с грибами в сливочном соусе,0.7403,,,,,,https://food.ru/recipes/179397-befstroganov-iz-kurinogo-file-s-gribami-v-slivochnom-souse-1690930944
perekrestok,4427468,"Бефстроганов Слимкафе из курицы с грибами-овощами, 250г",matched,3,foodru_43007,Курица с рисом и овощами,0.4471,beefstroganoff,rice,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/43007-kurica-s-risom-i-ovoshchami
perekrestok,4427786,"Эклеры Poppies шоколадные мини, 200г",review,1,foodru_47817,Шоколадный эклер,0.9443,poppies,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/47817-shokoladnyi-ekler
perekrestok,4427786,"Эклеры Poppies шоколадные мини, 200г",review,2,foodru_42092,Круассаны с шоколадной начинкой,0.3966,"ekler, poppies",croissant,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/42092-kruassany-s-shokoladnoi-nachinkoi
perekrestok,4427786,"Эклеры Poppies шоколадные мини, 200г",review,3,foodru_116062,Шоколадный маффин,0.393,"ekler, poppies",maffin,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/116062-shokoladnyi-maffin-1645084097
perekrestok,4428530,"Соус Чесночный майонезный Перекрёсток Select, 30г",matched,1,foodru_783,Сметанно-чесночный соус на майонезе,0.9329,,,,,,https://food.ru/recipes/783-smetanno-chesnochnyi-sous-na-maioneze
perekrestok,4428530,"Соус Чесночный майонезный Перекрёсток Select, 30г",matched,2,foodru_198857,"Соус из чеснока, майонеза и сметаны",0.9329,,,,,,https://food.ru/recipes/198857-sous-chesnok-i-maionez-i-smetankoi-1700155950
perekrestok,4428530,"Соус Чесночный майонезный Перекрёсток Select, 30г",matched,3,foodru_68404,Соус из кетчупа и майонеза с чесноком,0.9201,,ketchup,,,extra_recipe_components,https://food.ru/recipes/68404-sous-iz-ketchupa-i-maioneza-s-chesnokom
perekrestok,4428532,"Соус Чили Сладкий Перекрёсток Select, 30г",matched,1,foodru_231680,Соус «Сладкий чили»,1.0,,,,,,https://food.ru/recipes/231680-sous-sladkii-chili-1728723314
perekrestok,4428532,"Соус Чили Сладкий Перекрёсток Select, 30г",matched,2,foodru_145232,Курица в соусе сладкий чили,0.9651,,chicken,,,extra_recipe_components,https://food.ru/recipes/145232-kuritsa-v-souse-sladkii-chili-1657915074
perekrestok,4428532,"Соус Чили Сладкий Перекрёсток Select, 30г",matched,3,foodru_87898,"Окунь, запеченный в соусе свит чили",0.5336,sladki,"okun, svit",,,"missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/87898-okun-zapechennyi-v-souse-svit-chili
perekrestok,4428533,"Соус Сырный майонезный Перекрёсток Select, 30г",review,1,foodru_68419,Запеченные баклажаны с сырно-майонезным соусом,0.917,,baklazhan,,,extra_recipe_components,https://food.ru/recipes/68419-appetitnye-baklazhany-zapechennye-s-syrno-maioneznym-sousom
perekrestok,4428533,"Соус Сырный майонезный Перекрёсток Select, 30г",review,2,foodru_233653,"Картофель с домашним фаршем, запеченный под сырно-майонезным соусом",0.9124,,"meat, potato",,,extra_recipe_components,https://food.ru/recipes/233653-kartofel-s-domashnim-farshem-zapechennyi-pod-syrno-maioneznym-sousom-1730626453
perekrestok,4428533,"Соус Сырный майонезный Перекрёсток Select, 30г",review,3,foodru_252660,Паровки под сырно-майонезным соусом с зеленью,0.8842,,parovk,,,extra_recipe_components,https://food.ru/recipes/252660-parovki-pod-syrno-maioneznym-sousom-s-zeleniu-1747735444
perekrestok,4428799,"Конвертики с курицей сыром и томатами Перекрёсток Select, 140г",matched,1,foodru_271364,Куриный конвертик с сыром и помидорами,1.0,,,,,,https://food.ru/recipes/271364-kurinyi-konvertik-s-syrom-i-pomidorami-1771402641
perekrestok,4428799,"Конвертики с курицей сыром и томатами Перекрёсток Select, 140г",matched,2,foodru_271811,Конвертик из куриного фарша с томатами и сыром,0.9585,,,tomato,,named_ingredient_unconfirmed,https://food.ru/recipes/271811-kurinye-konvertiki-s-tomatami-i-syrom
perekrestok,4428799,"Конвертики с курицей сыром и томатами Перекрёсток Select, 140г",matched,3,foodru_137741,"Куриное филе, запеченное под сыром и помидорами",0.605,konvertik,zapechenn,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/137741-kurinoe-file-zapechennoe-pod-syrom-i-pomidorami
perekrestok,4428967,"Тортилья с куриным филе хашбрауном и овощами Перекрёсток Select, 245г",matched,1,foodru_11974,Тортилья с курицей и хашбрауном,0.836,,,,,,https://food.ru/recipes/11974-tortilja-s-kuricei-i-hashbraunom
perekrestok,4428967,"Тортилья с куриным филе хашбрауном и овощами Перекрёсток Select, 245г",matched,2,foodru_11979,Тортилья с хашбрауном,0.7154,chicken,,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/11979-tortilja-s-hashbraunom
perekrestok,4428967,"Тортилья с куриным филе хашбрауном и овощами Перекрёсток Select, 245г",matched,3,foodru_2950,Куриные оладьи,0.549,"tortil, vegetable",,,,"missing_named_components, low_name_score",https://food.ru/recipes/2950-kurinye-oladi
perekrestok,4429146,"Риет Меридиан лососевый с миндалем, 100г",review,1,foodru_139341,Риет из лосося с миндалем,0.7803,meridan,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/139341-riet-iz-lososja-s-mindalem
perekrestok,4429146,"Риет Меридиан лососевый с миндалем, 100г",review,2,foodru_30157,Риет «Меридиан»,0.6283,mindalem,,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/30157-riet-meridian
perekrestok,4429146,"Риет Меридиан лососевый с миндалем, 100г",review,3,foodru_16559,Риет из скумбрии,0.2953,"meridan, mindalem, salmon",skumbri,salmon,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/16559-riet-iz-skumbrii
perekrestok,4429357,"Конвертики с сырным кремом и малиновой начинкой Перекрёсток Select, 140г",review,1,foodru_214216,Малиновый крем с творожным сыром,0.6837,konvertik,cottage_cheese,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/214216-malinovyi-krem-s-tvorozhnym-syrom-1713343987
perekrestok,4429357,"Конвертики с сырным кремом и малиновой начинкой Перекрёсток Select, 140г",review,2,foodru_195,Конвертики с малиной,0.6685,"cheese, krem",,cheese,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/195-konvertiki-s-malinoi
perekrestok,4429357,"Конвертики с сырным кремом и малиновой начинкой Перекрёсток Select, 140г",review,3,foodru_122304,Нежный заварной крем с малиной,0.5191,"cheese, konvertik",zavar,cheese,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/122304-nezhnyi-zavarnoi-krem-s-malinoi
perekrestok,4429868,"Кутабы с сыром и помидорами Перекрёсток Select, 150г",review,1,foodru_31508,Кутабы с сыром,0.7675,tomato,,tomato,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/31508-kutaby-s-syrom
perekrestok,4429868,"Кутабы с сыром и помидорами Перекрёсток Select, 150г",review,2,foodru_115113,Кутабы с картошкой и сыром,0.7066,tomato,potato,tomato,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/115113-kutaby-s-kartoshkoi-i-syrom
perekrestok,4429868,"Кутабы с сыром и помидорами Перекрёсток Select, 150г",review,3,foodru_73328,Кутабы с зеленью и сыром,0.6914,tomato,,tomato,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/73328-kutaby-s-zeleniu-i-syrom
perekrestok,4430711,"Лапша с соусом терияки Asiatique, 280г",review,1,foodru_358,Удон с курицей в соусе терияки,0.959,,chicken,,,extra_recipe_components,https://food.ru/recipes/358-udon-s-kuricei-v-souse-terijaki
perekrestok,4430711,"Лапша с соусом терияки Asiatique, 280г",review,2,foodru_25693,Лапша удон с креветками в соусе терияки,0.945,,shrimp,,,extra_recipe_components,https://food.ru/recipes/25693-lapsha-udon-s-krevetkami-v-souse-terijaki
perekrestok,4430711,"Лапша с соусом терияки Asiatique, 280г",review,3,foodru_92503,Индейка с лапшой удон в соусе терияки,0.9416,,turkey,,,extra_recipe_components,https://food.ru/recipes/92503-indeika-s-lapshoi-udon-v-souse-terijaki
perekrestok,4430712,"Курица Терияки Asiatique с рисом, 280г",matched,1,foodru_103540,Нежная курочка терияки с рисом,1.0,,,,,,https://food.ru/recipes/103540-nezhnaja-kurochka-terijaki-s-risom
perekrestok,4430712,"Курица Терияки Asiatique с рисом, 280г",matched,2,foodru_106434,Аппетитная курочка под соусом терияки с рисом,0.9564,,,,,dish_family_unconfirmed,https://food.ru/recipes/106434-appetitnaja-kurochka-pod-sousom-terijaki-s-risom
perekrestok,4430712,"Курица Терияки Asiatique с рисом, 280г",matched,3,foodru_69582,Рисовая лапша с курицей и овощами в соусе терияки,0.8936,,noodles,,,"dish_family_unconfirmed, extra_recipe_components",https://food.ru/recipes/69582-risovaja-lapsha-s-kuricei-i-ovoshchami-v-souse-terijaki
perekrestok,4430713,"Тайское зеленое карри Asiatique с курицей и рисом, 280г",review,1,foodru_249802,Карри с рисом и курицей,0.761,"herbs, taisk",,herbs,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/249802-karri-s-risom-i-kuricei
perekrestok,4430713,"Тайское зеленое карри Asiatique с курицей и рисом, 280г",review,2,foodru_208305,Курица с рисом и карри,0.761,"herbs, taisk",,herbs,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed",https://food.ru/recipes/208305-kurica-s-risom-i-karri
perekrestok,4430713,"Тайское зеленое карри Asiatique с курицей и рисом, 280г",review,3,foodru_43007,Курица с рисом и овощами,0.4267,"karr, taisk",,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/43007-kurica-s-risom-i-ovoshchami
perekrestok,4430871,"Лапша с Курицей Терияки Asiatique, 280г",matched,1,foodru_1667,Курица терияки с лапшой,1.0,,,,,,https://food.ru/recipes/1667-kurica-terijaki-s-lapshoi
perekrestok,4430871,"Лапша с Курицей Терияки Asiatique, 280г",matched,2,foodru_70929,Лапша удон с курицей терияки,1.0,,,,,,https://food.ru/recipes/70929-lapsha-udon-s-kuricei-terijaki
perekrestok,4430871,"Лапша с Курицей Терияки Asiatique, 280г",matched,3,foodru_358,Удон с курицей в соусе терияки,0.957,,,,,,https://food.ru/recipes/358-udon-s-kuricei-v-souse-terijaki
perekrestok,4431736,"Дамплинги Bibigo с цельной креветкой замороженные, 200г",review,1,foodru_179070,Сырные дамплинги,0.5632,"bibigo, celn, shrimp",cheese,shrimp,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/179070-syrnye-damplingi-1690910875
perekrestok,4431736,"Дамплинги Bibigo с цельной креветкой замороженные, 200г",review,2,foodru_271321,Капустные дамплинги,0.5438,"bibigo, celn, shrimp",cabbage,shrimp,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/271321-kapustnye-damplingi
perekrestok,4431736,"Дамплинги Bibigo с цельной креветкой замороженные, 200г",review,3,foodru_76285,Тост с креветками,0.36,"bibigo, celn, dampling",,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/76285-tost-s-krevetkami
perekrestok,4431738,"Спринг-роллы Bibigo с кимчи замороженные, 250г",review,1,foodru_54492,Классические спринг-роллы,0.7013,"bibigo, kimch",,,,"missing_named_components, low_name_score",https://food.ru/recipes/54492-klassicheskie-spring-rolly
perekrestok,4431738,"Спринг-роллы Bibigo с кимчи замороженные, 250г",review,2,foodru_54493,Простой рецепт спринг-роллов,0.7013,"bibigo, kimch",,,,"missing_named_components, low_name_score",https://food.ru/recipes/54493-prostoi-recept-spring-rollov
perekrestok,4431738,"Спринг-роллы Bibigo с кимчи замороженные, 250г",review,3,foodru_73531,Кимчи с рисом,0.3919,"bibigo, roll, spring",rice,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/73531-kimchi-s-risom
perekrestok,4432804,"Соус Махеевъ Бургер-соус, 200г",matched,1,foodru_199707,Классический соус для бургеров,1.0,,,,,,https://food.ru/recipes/199707-klassicheskii-sous-dlia-burgerov-1700187700
perekrestok,4432804,"Соус Махеевъ Бургер-соус, 200г",matched,2,foodru_4537,Соус для бургера,1.0,,,,,,https://food.ru/recipes/4537-sous-dlja-burgera
perekrestok,4432804,"Соус Махеевъ Бургер-соус, 200г",matched,3,foodru_211073,Бургеры с грибным соусом,0.9346,,mushroom,,,extra_recipe_components,https://food.ru/recipes/211073-burgery-s-gribnym-sousom-1710449092
perekrestok,4433332,"Хычин Delis Frost с картошкой и сыром замороженный, 580г",matched,1,foodru_206648,Хычины с сыром и картофелем,1.0,,,,,,https://food.ru/recipes/206648-hychiny-s-syrom-i-kartofelem
perekrestok,4433332,"Хычин Delis Frost с картошкой и сыром замороженный, 580г",matched,2,foodru_157443,Хычин с сыром и картофелем,1.0,,,,,,https://food.ru/recipes/157443-khychin-s-syrom-i-kartofelem-1674645898
perekrestok,4433332,"Хычин Delis Frost с картошкой и сыром замороженный, 580г",matched,3,foodru_171689,Хычины с картофелем и сыром,1.0,,,,,,https://food.ru/recipes/171689-khychiny-s-kartofelem-i-syrom-1686747104
perekrestok,4435181,"Клаб Сэндвич двойной с курицей и беконом Перекрёсток Select, 200г",matched,1,foodru_238773,Хрустящий сэндвич с куриным филе и беконом,1.0,,,,,,https://food.ru/recipes/238773-khrustiashchii-sendvich-s-kurinym-file-i-bekonom-1734848450
perekrestok,4435181,"Клаб Сэндвич двойной с курицей и беконом Перекрёсток Select, 200г",matched,2,foodru_364,Куриное филе в беконе,0.7483,sandwich,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/364-kurinoe-file-v-bekone
perekrestok,4435181,"Клаб Сэндвич двойной с курицей и беконом Перекрёсток Select, 200г",matched,3,foodru_90906,Куриное филе в беконе с сыром,0.6924,sandwich,cheese,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/90906-kurinoe-file-v-bekone-1640981732
perekrestok,4435666,"Салат Мимоза с неркой Перекрёсток Select, 200г",review,1,foodru_88418,Салат «Мимоза»,0.929,nerk,,,,"missing_named_components, unexpected_protein_in_ingredients",https://food.ru/recipes/88418-salat-mimoza
perekrestok,4435666,"Салат Мимоза с неркой Перекрёсток Select, 200г",review,2,foodru_158967,Салат «Мимоза» с тунцом и картофелем,0.8264,nerk,"potato, tuna",,,"missing_named_components, extra_recipe_components, unexpected_protein_in_ingredients",https://food.ru/recipes/158967-salat-mimoza-s-tuncom-i-kartoshkoi
perekrestok,4435666,"Салат Мимоза с неркой Перекрёсток Select, 200г",review,3,foodru_90858,Салат «Мимоза» с консервированной скумбрией,0.803,nerk,"konservirovan, skumbri",,,"missing_named_components, extra_recipe_components",https://food.ru/recipes/90858-salat-mimoza-1640956007
perekrestok,4435872,Стейк из куриной грудки с овощами на гриле Перекрёсток Select 220г,review,1,foodru_181704,Стейки из куриной грудки на гриле,0.8692,vegetable,,,,"dish_family_unconfirmed, missing_named_components",https://food.ru/recipes/181704-steiki-iz-kurinoi-grudki-na-grile-1691479038
perekrestok,4435872,Стейк из куриной грудки с овощами на гриле Перекрёсток Select 220г,review,2,foodru_210170,Куриные стейки в медовой глазури на гриле с овощами,0.7091,breast,"glazur, medov",breast,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/210170-steiki-iz-grudki-na-grile-s-ovoshchami
perekrestok,4435872,Стейк из куриной грудки с овощами на гриле Перекрёсток Select 220г,review,3,foodru_127900,Куриные стейки на гриле,0.6758,"breast, vegetable",,breast,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/127900-kurinye-steiki-na-grile-1646673319
perekrestok,4436507,"Блинчики с ветчиной и сыром Перекрёсток Select, 160г",matched,1,foodru_106570,Блины с ветчиной и сыром,1.0,,,,,,https://food.ru/recipes/106570-bliny-s-vetchinoi-i-syrom-1643973566
perekrestok,4436507,"Блинчики с ветчиной и сыром Перекрёсток Select, 160г",matched,2,foodru_72111,Блины с ветчиной и сыром,1.0,,,,,,https://food.ru/recipes/72111-bliny-s-vetchinoi-i-syrom
perekrestok,4436507,"Блинчики с ветчиной и сыром Перекрёсток Select, 160г",matched,3,foodru_102304,Завтрак из омлетного блина с ветчиной и сыром,0.8898,,omelette,,,extra_recipe_components,https://food.ru/recipes/102304-zavtrak-iz-omletnogo-blina-s-vetchinoi-i-syrom-1643448028
perekrestok,4436606,"Котлеты из куриной грудки Перекрёсток Select, 160г",review,1,foodru_1352,Куриные котлеты,0.6497,breast,,breast,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/1352-kurinye-kotlety
perekrestok,4436606,"Котлеты из куриной грудки Перекрёсток Select, 160г",review,2,foodru_259,Сочные куриные котлетки,0.6497,breast,,breast,,"missing_named_components, named_ingredient_unconfirmed, low_name_score",https://food.ru/recipes/259-sochnye-kurinye-kotletki
perekrestok,4436606,"Котлеты из куриной грудки Перекрёсток Select, 160г",review,3,foodru_181704,Стейки из куриной грудки на гриле,0.6228,cutlet,"gril, steik",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/181704-steiki-iz-kurinoi-grudki-na-grile-1691479038
perekrestok,4437060,"Лазанья по-милански с курицей и соусом бешамель Перекрёсток Select, 330г",review,1,foodru_89988,"Аппетитная лазанья с курицей, грибами и соусом бешамель",0.9161,milansk,mushroom,,,"missing_named_components, extra_recipe_components",https://food.ru/recipes/89988-appetitnaja-lazanja-s-kuricei-gribami-i-sousom-beshamel
perekrestok,4437060,"Лазанья по-милански с курицей и соусом бешамель Перекрёсток Select, 330г",review,2,foodru_53158,Лазанья с соусом «Бешамель»,0.8333,"chicken, milansk",,chicken,,"missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/53158-lazanja-s-sousom-beshamel
perekrestok,4437060,"Лазанья по-милански с курицей и соусом бешамель Перекрёсток Select, 330г",review,3,foodru_122516,Лазанья с моцареллой под соусом «Бешамель»,0.7939,"chicken, milansk",cheese,chicken,,"missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients",https://food.ru/recipes/122516-lazanja-s-mocarelloi-pod-sousom-beshamel
perekrestok,4437080,"Блинчики с ветчиной и сыром Перекрёсток Select, 240г",matched,1,foodru_106570,Блины с ветчиной и сыром,1.0,,,,,,https://food.ru/recipes/106570-bliny-s-vetchinoi-i-syrom-1643973566
perekrestok,4437080,"Блинчики с ветчиной и сыром Перекрёсток Select, 240г",matched,2,foodru_72111,Блины с ветчиной и сыром,1.0,,,,,,https://food.ru/recipes/72111-bliny-s-vetchinoi-i-syrom
